100,197,1
99.9,3,2
99.9,144,3
99.8,1,4
99.8,6,5
99.7,5,6
99.7,13,7
99.7,103,8
99.3,7,9
99.2,10,10
99.2,40,11
99.2,61,12
99.1,22,13
99,20,14
98.8,2,15
98.7,39,16
98.6,17,17
98.6,32,18
98.5,16,19
98.2,11,20
98.1,15,21
97.7,64,22
97.4,232,23
97.3,185,24
97.2,12,25
97.2,18,26
97,4,27
96.7,8,28
96.7,90,29
96.5,25,30
96.4,51,31
96.4,127,32
96.3,24,33
96,228,34
95.9,63,35
95.7,87,36
95.6,71,37
95.3,30,38
94.8,250,39
94.6,31,40
94.4,21,41
94.3,23,42
94.3,93,43
94.2,14,44
93.8,27,45
93.3,98,46
93.3,104,47
93,68,48
92.8,166,49
92.7,151,50
92.3,76,51
92.3,79,52
92.2,28,53
92.2,46,54
92,133,55
91.6,106,56
91.5,34,57
91.4,267,58
91.2,69,59
91.2,129,60
91.2,167,61
91.1,9,62
91,199,63
90.9,19,64
90.7,154,65
90.7,164,66
90.2,186,67
90.1,128,68
90.1,162,69
89.5,224,70
89.1,226,71
89,159,72
88.9,235,73
88.3,101,74
88.2,37,75
88.2,117,76
88.2,378,77
88.1,62,78
88.1,141,79
88,66,80
87.8,48,81
87.8,332,82
87.7,70,83
87.7,198,84
87.5,317,85
87.4,58,86
87.3,35,87
87.3,147,88
87.1,54,89
86.9,107,90
86.8,36,91
86.8,245,92
86.6,33,93
86.6,50,94
86.4,192,95
86.2,82,96
86.1,140,97
86,41,98
86,168,99
85.9,157,100
85.9,260,101
85.7,29,102
85.6,55,103
85.6,121,104
85.6,125,105
85.5,348,106
85.4,105,107
85.3,94,108
85.3,130,109
85.2,67,110
85.2,321,111
85,252,112
85,289,113
84.9,96,114
84.9,126,115
84.8,193,116
84.6,189,117
84.5,181,118
84.3,44,119
84,74,120
84,227,121
83.8,146,122
83.8,195,123
83.7,184,124
83.6,109,125
83.3,191,126
83.3,231,127
83.2,92,128
83.2,223,129
83,239,130
82.9,114,131
82.7,89,132
82.7,119,133
82.6,59,134
82.6,172,135
82.5,95,136
82.5,136,137
82.4,60,138
82.4,182,139
82.4,296,140
82.1,77,141
82.1,83,142
82,111,143
82,183,144
81.8,180,145
81.7,108,146
81.7,397,147
81.5,196,148
81.4,270,149
81.4,295,150
81.3,91,151
81.3,210,152
81.3,326,153
80.9,81,154
80.5,75,155
80.5,84,156
80.2,453,157
80.1,53,158
80.1,97,159
79.8,149,160
79.8,188,161
79.7,338,162
79.5,163,163
79.4,26,164
79.4,208,165
79.3,78,166
79.3,216,167
79.2,134,168
79.1,187,169
79,249,170
78.9,38,171
78.9,174,172
78.8,86,173
78.5,131,174
78.2,80,175
77.8,170,176
77.5,57,177
77.5,143,178
77.4,468,179
77.3,56,180
77.1,293,181
76.8,100,182
76.8,207,183
76.8,276,184
76.7,116,185
76.6,120,186
76.6,272,187
76.3,233,188
76.2,145,189
76.1,399,190
76,253,191
75.9,148,192
75.8,160,193
75.5,135,194
75.4,124,195
75.2,123,196
75.2,336,197
75,156,198
74.9,229,199
74.9,234,200
74.9,273,201
74.9,394,202
74.8,220,203
74.6,334,204
74.5,298,205
74.5,375,206
74.1,344,207
73.8,139,208
73.8,201,209
73.6,49,210
