40.9,34.1,296
41.5,34.1,297
50.1,34,298
31.5,34,299
52.1,34,300
30.4,33.8,301
40.3,33.7,302
26.3,33.7,303
47.7,33.7,304
29.7,33.6,305
29.1,33.6,306
39.7,33.6,307
31.3,33.6,308
18,33.4,309
41.8,33.4,310
35.4,33.4,311
29.5,33.4,312
25.6,33.3,313
31.1,33.3,314
15,33.3,315
40.6,33.3,316
29.1,33.2,317
31.7,33,318
37.1,33,319
31.4,33,320
40.5,33,321
36.8,32.9,322
33.6,32.9,323
27.4,32.9,324
32.5,32.9,325
22.4,32.9,326
30.8,32.8,327
38.9,32.7,328
30.1,32.7,329
38.9,32.6,330
34,32.6,331
32.4,32.5,332
36.9,32.5,333
38.9,32.4,334
40.7,32.4,335
32.1,32.3,336
12.7,32.3,337
29.9,32.2,338
32.4,32.1,339
31.4,32.1,340
22.1,32,341
29.7,31.9,342
24.2,31.9,343
17.2,31.8,344
53.1,31.8,345
54.2,31.7,346
40.7,31.7,347
43.6,31.6,348
22.3,31.5,349
29.1,31.5,350
34.3,31.4,351
38.7,31.4,352
33,31.4,353
26.7,31.3,354
27.6,31.3,355
26.5,31.3,356
26.7,31.2,357
46.8,31.2,358
46.3,31.1,359
26.1,31.1,360
33.7,31.1,361
44.5,31,362
25.6,31,363
34.1,31,364
35.8,31,365
43.3,30.9,366
34.9,30.9,367
41.2,30.8,368
28.6,30.8,369
33,30.8,370
32.3,30.8,371
35,30.8,372
31.5,30.7,373
30.6,30.6,374
30.8,30.6,375
39.7,30.4,376
43.9,30.3,377
34.5,30.1,378
38.1,29.9,379
17.5,29.9,380
42,29.9,381
22,29.8,382
27.3,29.8,383
28.5,29.7,384
42.2,29.7,385
32.3,29.7,386
29.3,29.7,387
28.9,29.7,388
28.5,29.5,389
33,29.3,390
31.4,29.3,391
30.9,29.2,392
41.1,29.1,393
26.6,29.1,394
29.9,29.1,395
23.3,29.1,396
31,29.1,397
38.1,29.1,398
45.6,29,399
39.4,28.9,400
33.4,28.8,401
34,28.8,402
28.2,28.7,403
27.7,28.6,404
32.9,28.5,405
24.8,28.5,406
22.3,28.5,407
23.7,28.3,408
31,28.3,409
36,28.3,410
26.8,28.2,411
30.8,28.2,412
29.8,28.1,413
29.8,28,414
34.6,27.9,415
26.3,27.9,416
34.4,27.9,417
23.5,27.8,418
27.7,27.7,419
37,27.7,420
38.8,27.7,421
28.3,27.6,422
31.1,27.6,423
34.1,27.4,424
24.6,27.4,425
27.9,27.3,426
19.9,27,427
35,26.8,428
23.4,26.8,429
29.7,26.7,430
7.8,26.7,431
34.9,26.7,432
13.9,26.7,433
26.5,26.7,434
28.3,26.6,435
27.6,26.5,436
33.6,26.5,437
27.9,26.4,438
35.7,26.4,439
34.6,26.3,440
24.9,26.3,441
24.2,26.2,442
29.1,26.1,443
41.3,25.9,444
15.3,25.6,445
31.2,25.6,446
10.2,25.4,447
25.2,25.3,448
27.8,25.2,449
22.3,25.1,450
31.6,25.1,451
21.3,25,452
19.7,25,453
23.9,25,454
25.3,24.9,455
19.3,24.9,456
24.4,24.8,457
24.4,24.8,458
25,24.6,459
27.9,24.5,460
21.5,24.4,461
29.1,24.4,462
32.9,24.2,463
28.8,24.2,464
20.7,24.1,465
24.9,23.9,466
31.7,23.7,467
19.9,23.5,468
25.9,23.4,469
24.8,23.3,470
34,22.4,471
26.7,22.3,472
22.2,22.3,473
32.8,22.3,474
35.1,22.2,475
17.8,22.1,476
30.9,22,477
26.2,21.8,478
28,21.8,479
28.2,21.5,480
26.7,21.3,481
30.7,21.1,482
29.3,20.7,483
33.3,19.9,484
27.7,19.9,485
28.1,19.7,486
21.1,19.3,487
33.7,19,488
25,18.4,489
31.1,18,490
30.6,17.8,491
33.7,17.5,492
27,17.2,493
21.8,15.3,494
36.1,15,495
25.1,13.9,496
33.3,12.7,497
25.1,10.2,498
28.8,10,499
25,7.8,500
